1 0.000000
2 0.000000
3 0.000000
4 0.000000
5 0.000000
6 0.000000
7 0.000000
8 0.000000
9 0.000000
10 0.000000
11 0.000000
12 0.000000
13 0.000000
14 0.000000
15 0.000000
16 0.000000
17 0.000000
18 0.000000
19 5.000000
20 10.000000
21 5.000000
22 10.000000
23 20.000000
24 30.000000
25 35.000000
26 25.000000
27 30.000000
28 40.000000
29 35.000000
30 20.000000
31 20.000000
32 30.000000
33 30.000000
34 45.000000
35 50.000000
36 45.000000
37 30.000000
38 30.000000
39 35.000000
40 60.000000
41 35.000000
42 25.000000
43 20.000000
44 30.000000
45 55.000000
46 25.000000
47 40.000000
48 50.000000
49 30.000000
50 30.000000
51 30.000000
52 10.000000
53 5.000000
54 20.000000
55 25.000000
56 5.000000
57 10.000000
58 10.000000
59 0.000000
60 10.000000
61 5.000000
62 5.000000
63 0.000000
64 0.000000
65 0.000000
66 0.000000
67 0.000000
68 0.000000
69 0.000000
70 0.000000
71 0.000000
72 0.000000
73 0.000000
74 0.000000
75 0.000000
76 0.000000
77 0.000000
78 0.000000
79 0.000000
80 0.000000
81 0.000000
82 0.000000
83 0.000000
84 0.000000
85 0.000000
86 0.000000
87 0.000000
88 0.000000
89 0.000000
90 0.000000
91 0.000000
92 0.000000
93 0.000000
94 0.000000
95 0.000000
96 0.000000
97 0.000000
98 0.000000
99 0.000000
100 0.000000
